id,track,format,type,session_code,session_name,duration,presence,title,authors,abstract,paper_url,video_url,slides_url,image_url,image_credit,problems,location
250,paper,poster,medium,posters-3,,5,remote,Towards a Repository Template for Music Technology Research,Alessandro Fiordelmondo; Matteo Spanio; Patricia Cadavid; Xinran Chen; Sergio Canazza; Raul Masu,"Documenting and sharing research output is essential to construct the critical discourse on new music technology. Documentation feeds the knowledge and the values with which to evaluate and discuss current achievements and musical creations as well as to plan for the future. Besides publishing our research in conferences and journals, sharing research materials and outcomes like software, hardware, instruments, and datasets is important. This allows others to use the latest technology and improve it. For this purpose, the repository is increasingly commonly used by researchers and artists to store and share their works. However, creating repositories does not follow a clear and organised structure like the one we find, for example, in papers. The heterogeneity of repositories makes it hard to use both practically and for analysis. Although the variety and differences of research products in the field of new musical technologies are obvious, we believe that defining repositories with common guidelines could significantly improve the critical discourse in this area. This issue has been discussed at the NIME conference through workshops and papers. In this article, we want to continue this discussion and propose a flexible repository template to organise and present research materials and outcomes in the field of musical technologies research. The article provides a short and focused review of how repositories are currently used at the NIME conference, with special attention to the platforms used. Based on this study, we introduce a repository template that will be applied to case studies. We hope this proposal will encourage further discussion and advancement on this issue and, at the same time, support and facilitate the creation of new repositories.",nime2025_250.pdf,,,250.jpg,,,
254,paper,poster,long,posters-3,,5,in person,Designing A Tangible Rhythmic Interface for Digital Drum Talk,Pierre-Valery Tchetgen,"I propose a tangible user interface and communication protocol for computer mediated rhythm-based interaction for educational applications (music, language, mathematics). Thinking beyond the paradigm of keyboard-and-screen-based interfaces, this project is based on previous work on the Drumball. By converting rhythmic input into multimodal output, it creates an entangled ecosystem where the human body, digital musical instruments, and the Internet of Things intersect. Such a digital orality system could offer parents and practitioners a novel method for introducing children to literacy, STEAM skills and multimodal communication in the early years. I present design iterations of 1) a tangible rhythmic interface for digital drum talk inspired by the style of play of the Djembe, 2) a protocol for sending piezo sensor outputs over a custom PCB shield, which can be recognized across multiple platforms and web-based environments without additional customization; and 3) a suite of rhythm-based learning games using the Alphariddims multimodal symbol system based on the Morse code. I argue that such a culturally-grounded approach to music technology design provides a viable avenue for the preservation and revitalization of the vibrant, yet intangible, cultural heritage and traditions of the African talking drum cultural systems.",nime2025_254.pdf,,,254.jpg,,,
263,paper,poster,short,posters-3,,5,remote,AI Harmonizer: Expanding Vocal Expression with a Generative Neurosymbolic Music AI System,Lancelot Blanchard; Cameron Holt; Joseph Paradiso,"Vocals harmonizers are powerful tools to help solo vocalists enrich their melodies with harmonically supportive voices. These tools exist in various forms, from commercially available pedals and software to custom-built systems, each employing different methods to generate harmonies. Traditional harmonizers often require users to manually specify a key or tonal center, while others allow pitch selection via an external keyboard–both approaches demanding some degree of musical expertise. The AI Harmonizer introduces a novel approach by autonomously generating musically coherent four-part harmonies without requiring prior harmonic input from the user. By integrating state-of-the-art generative AI techniques for pitch detection and voice modeling with custom-trained symbolic music models, our system arranges any vocal melody into rich choral textures. In this paper, we present our methods, explore potential applications in performance and composition, and discuss future directions for real-time implementations. While our system currently operates offline, we believe it represents a significant step toward AI-assisted vocal performance and expressive musical augmentation. We release our implementation on GitHub.",nime2025_263.pdf,,,263.jpg,,,
276,paper,poster,medium,posters-3,,5,in person,Luna: An AR Musical Instrument on the Meta Quest 2,Samuel Dietz; Charles Patrick Martin,"Head-mounted augmented reality (AR) computers present the opportunity to develop new musical interfaces that would be impossible to build physically or with conventional computing devices. Unfortunately, typical computer music tools have not been easy to apply within AR development tool chains. Integrating standard computer music tools in AR development would allow more rapid prototyping of new instrument ideas and transfer of knowledge from experienced computer musicians. The goal of this paper is to demonstrate that AR digital musical instruments can be developed using libpd, the library version of the standard computer music environment Pure Data. We present a case study of an AR instrument developed for the Meta Quest 2 integrating libpd in the AR development tool-chain for the interactive audio components. The iterative development process was tracked through autoethnographic reflections and analysed with thematic analysis. We found that Pure Data was an effective way to develop audio interactions on the Quest 2 and that the hand tracking on this platform was capable of complex gestural interactions. This work could enable a broader community of computer musicians to explore AR NIME development, taking advantage of the unique affordances of this medium.",nime2025_276.pdf,,,276.jpg,,,
278,paper,poster,short,posters-3,,5,Does not know yet,A Gesture-Based Approach to Spatialization in Dolby Atmos,Vitor Pinheiro,"This paper presents a system for the spatialization of sound objects in the Dolby Atmos format, implemented through the integration of an infrared sensor with a chain of three software tools. The setup enables translating hand gestures into spatialization data within the constraints of the Atmos format. The design and parameter mapping are described, along with its usability, strengths, and limitations, as assessed through a preliminary evaluation conducted by the author. Beyond the technical aspects, this article reflects on the author's experience using the system as a mixing engineer and connects these insights to the conceptual framework of related works. This perspective offers a critical reflection on spatialization as a performative practice within studio workflows, highlighting how such devices may be integrated into the multimodal studio environment to introduce new means of interaction in sound spatialization.",nime2025_278.pdf,,,278.jpg,,,
280,paper,poster,long,posters-3,,5,in person,ChuMP: The Zen and Art of Package Management,Nicholas Shaheed; Ge Wang,"ChuMP stands for “ChucK Manager of Packages”, designed to automate the process of installing, upgrading, and removing software components for the ChucK programming ecosystem. ChuMP manages libraries, tools, audio and graphics plugins in a centralized, structured, and versioned manner. This project originated out of the recent ChucK development “renaissance” alongside a growing user community, now entering its third decade. The time, as the ChucK slogan goes, is now. What began as a practical project has expanded into broader reflections on tool-building, service, and community. As we labored on what seemed like a “no-brainer” tool that everyone wanted but that no one wanted to build, questions arose: “how did we get here?”, “what is the role of service-based tool-building in our field–and what, if any, is its research value?”—in short, “should we even write a paper about a package manager?”. Meanwhile, we couldn’t help but notice that the act of creating a package manager seems to unify not only disparate software fragments, but also something of community. In other words, there may be more than meets the eye. This paper chronicles the making of a package manager and all that goes along with it. This is the story of ChuMP.",nime2025_280.pdf,,,280.jpg,,,
282,paper,poster,medium,posters-3,,5,remote,Synthesizing Music with Logic Gate Networks,Ian Clester,"Small digital circuits consisting of basic logic gates (AND, XOR, etc.) are capable of generating surprisingly complex musical output. In this paper, I present physical and web-based interfaces for exploring the space of audio-generating logic gate networks and 'bending' such networks via touch (or mouse) gestures to interfere with their operation and change their output while they are running. This work follows in the vein of bytebeat practices, in which music is generated by short code snippets at the level of individual audio samples, but takes things further by relying on an even lower-level form of computation. In addition to presenting our system, I offer some preliminary analysis of why these logic gate networks tend to produce musical output.",nime2025_282.pdf,,,282.jpg,,,
284,paper,poster,long,posters-3,,5,in person,SMucK: Symbolic Music in ChucK,Alexander Han; Kiran Bhat; Ge Wang,"SMucK (Symbolic Music in ChucK) is a library and workflow for creating music with symbolic data in the ChucK programming language. It extends ChucK by providing a framework for symbolic music representation, playback, and manipulation. SMucK introduces classes for scores, parts, measures, and notes; the latter encode musical information such as pitch, rhythm, and dynamics. These data structures allow users to organize musical information sequentially and hierarchically in ways that reflect familiar conventions of Western music notation. SMucK supports data interchange with formats like MusicXML and MIDI, enabling users to import notated scores and performance data into SMucK data structures. SMucK also introduces SMucKish, a compact high-level input syntax, designed to be efficient, human-readable, and live-codeable. The SMucK playback system extends ChucK’s strongly-timed mechanism with dynamic temporal control over real-time audio synthesis and other systems including graphics and interaction. Taken as a whole, SMucK’s design philosophy treats symbolic music data not only as static representations but also as mutable, recombinant building blocks for algorithmic and interactive processing. By integrating symbolic music into a strongly-timed, concurrent programming language, SMucK’s workflow goes beyond data representation and playback, and opens new possibilities for algorithmic composition, instrument design, and musical performance.",nime2025_284.pdf,,,284.jpg,,,
291,paper,poster,short,posters-3,,5,remote,Melia: An Expressive Harmonizer at the Limits of AI,Matthew Caren; Joshua Bennett,"We present Melia, a harmonizer-like digital instrument that explores how common failure modes of machine learning and artificial intelligence (ML/AI) systems can be used in expressive and musical ways. The instrument is anchored by an audio-to-audio neural network trained on a hand-curated dataset to perform pitch-shifting and dynamic filtering. Biased training data and poor out-of-distribution generalization are deliberately leveraged as musical devices and sources of instrument-defining idiosyncrasies. Melia features a custom hardware interface with a MIDI keyboard that polyphonically allocates instances of the model to harmonize live audio input, and integrated hardware controls that manipulate model parameters and various audio effects in real-time. This paper presents an overview of related work, the instrument's hardware and software, and how audio-to-audio AI models might fit into the long-standing tradition of musicians, artists, and instrument-makers finding inspiration in a medium's shortcomings.",nime2025_291.pdf,,,291.jpg,,,
300,paper,poster,medium,posters-3,,5,in person,GraviTone: A Tangible Musical Interface using Gravity Well for Sound and Music Creation,Kratika Jain; Allwin  Williams; Akhilesh Kumar Bhagat; Sukanth K; Arunav Rajesh; Prashant  Pal; Krishanan Chandran; Rajashekhar  V S; Anandu Ramesh; Gowdham Prabhakar,"We propose a new musical interface, “GraviTone” that produces sounds and musical compositions via interaction with spherical objects in a gravity-well benchtop setup. The interface consists of several spherical objects in different colours orbiting around the centrally placed static object on the spacetime fabric. The spherical objects are launched at a certain angle from the setup's periphery, and the objects' motion is tracked by an overhead camera and mapped to different parameters to generate sound. In GraviTone, users can experience sounds generated from objects’ parameters and have control over different configurations. We use the setup to send Open Sound Control (OSC) signals and Musical Instrument Digital Interface (MIDI) signals to map different sounds and musical scales (Indian classical ragas and Western classical scale). We mapped the moving objects’ parameters to control synth parameters, VSTs, and DAWs. Users can also route generated MIDI data into DAWs using preset configurations or customizing their frameworks for sound generation. We also generate real-time visuals corresponding to the object's movements for further immersion and interactivity. This integrated interface combines various domains like musical mathematics, sonification techniques, sound synthesis, and sound design for live music creation and real-time audiovisual composition.",nime2025_300.pdf,,,300.jpg,,,
43,music,Remote Performance,,concert-1,,5,Remote,State Change: Merging Adaptive Music Technology with Disability Aesthetics,Molly Joyce,"State Change is a forthcoming album that transforms surgical records into musical lyrics and uses aural material generated by accelerometers and motion capture systems. By intertwining the medical and the aural, the album offers a sonic exploration of acquired disability, transforming personal and embodied experiences into a musical language. My interest in disability is rooted in my own lived experience. At the age of seven, I was involved in a car accident that nearly resulted in the amputation of my left hand. This life-altering event set me on a journey of adapting my relationship with music, leading me to experiment with different instruments and, more recently, to explore music technologies that align with my physical capabilities. These include accelerometers and motion capture devices, which have become central to my creative process. The featured track from the album, August 6, 1999, utilizes the MUGIC (Music/User Gesture Interface Control) device, an innovative motion sensor developed by violinist and composer Mari Kimura. The MUGIC translates hand movements into software parameters: “rotation” (pronation and supination) triggers high-frequency sine tones, while “yaw” (vertical axis rotation) triggers low-frequency sine tones. This track integrates lyrical text drawn from the surgical records of my first post-accident operation, alongside layered vocal elements that convey the emotional weight of that experience. Together, these elements create a deeply personal and evocative sonic representation of my journey with disability.",nime2025_43.pdf,,,43.jpg,,,
162,music,Live Performance,,concert-1,,8,In person,(un)Stable (dis)Connection,Misagh Azimi,"(un)Stable (dis)Connection is an improvised performance that merges a fine-tuned text-to-audio latent diffusion model with traditional improvisational techniques in Ableton Live. Acting as a co-creative agent, the AI model instantly generates fresh audio fragments in response to short textual prompts provided by the performer. These fragments are seamlessly imported into Ableton using Max for Live, where they are manipulated and used to improvise in real-time. By fine-tuning an open-source text-to-audio model on the author’s own recordings, the piece achieves some degree of stylistic coherence without sacrificing unpredictability. (un)Stable (dis)Connection highlights the creative potential of ethically sourced, open-source AI in music performance, foregrounding human–machine synergy as both a technical and artistic frontier.",nime2025_162.pdf,,,162.jpg,,,
178,music,Live Performance,,concert-1,,???,In person,Carpet Entanglement,Joseph Burgess,"Textile production, music, and technology are historically entangled. This performance explores the long-standing interaction between textile arts and musical practice through the carpet tufting gun as a novel electroacoustic interface. This historical connection underscores the deep-rooted interplay between material craft and sonic expression, which has continued to evolve alongside technological advancements. Carpet entanglement emphasises  the ongoing generative interplay between media and mediums highlighting the tufting gun as a site of embodied, material engagement.

By leveraging the tufting gun’s distinctive acoustic properties and electromechanical kinetics, this work reimagines the tool as a vehicle for structured musical composition and improvisation. The performance transforms the gun’s utilitarian form and mechanical expressive qualities—such as its rhythmic firing, material resonance, and tactile feedback—into a dynamic paletteof itinerant musical gestures. The tufting gun serves a dual role: as an acoustic sound source and as an interactive performance interface, bridging textile craft and experimental sound art.

Carpet Entanglement reinforces the existing connection between textiles, technology, and music, highlighting the tufting gun’s potential as a tool for artistic expression while situating it within a broader historical and technological narrative. Through this performance, the tufting gun becomes a mediator between the tactile, material world of textile production and the ephemeral, sonic world of music, embodying the interwoven processes of making and performing.",nime2025_178.pdf,,,178.jpg,,,Concert 1
238,music,Live Performance,,concert-1,,10,In person,{riversynth},Leah Barclay; Toby Gifford,"{riversynth} is both an immersive performance and musical interface that mixes live hydrophone streams from six river systems with live processing through a gestural controlled water instrument. Building on a decade of research from the River Listening project, {riversynth} creates an entangled performance ecosystem where unpredictable aquatic soundscapes become both the source material and score for a live performance. The interface consists of a transparent tank filled with water and embedded sensors that detect water movement and light. These parameters modulate, filter and mix the live hydrophone streams via the performer’s hands in the water, creating a dynamic relationship between the real-time river soundscapes and the performer's physical manipulation of water. {riversynth} demonstrates multiple layers of entanglement: temporal (connecting historical River Listneing research with real-time audio), spatial (linking geographically distant river ecosystems in a spatial performance environment), and material (using water to control and mix aquatic soundscapes). This multilayered approach directly engages with NIME 2025's theme by exploring how musical interfaces can bridge environmental monitoring with live artistic experimentation. The technical implementation combines custom-designed sensors, a low-latency streaming network, and a granular synthesis performance tool for live manipulation of the hydrophone streams in surround sound. The interface enables intuitive control while maintaining complexity in the sonic output, allowing for both composed sections and improvisatory responses to the unpredictability of live streams. {riversynth} creates an entangled network where environmental data becomes musical material, and human gestural control is mediated through live engagement with the hydrophones. This creates a feedback loop between performer, technology, and environment that emphasises our interconnected relationship with aquatic ecosystems and their health. While the performers appear to have agency through their gestural engagement with the water, it is ultimately the live river soundscapes that dictate and control how the performance will unfold, mirroring the unpredictability of the natural environment. 
",nime2025_238.pdf,,,238.jpg,,,Performance 1
292,music,Live Performance,,concert-1,,12,In person,Playing the sound image – Individual immersive sound performance by a performer wearing parametric speakers -,risako shibata; miki kanda; kenta tanaka; ryoho kobayashi; yuta uozumi; shinya fujii,"This is a sound performance in which dynamic and improvisational spatial movement of sound is created by a performer wearing parametric  speakers that have the characteristic of directing sound.

The direct sound from the parametric speakers has a super narrow directivity, which creates the sensation that the sound field is close by, as well as tactile auditory stimulation. It is also easily reflected by walls and objects, creating a virtual sound source on the spot.

In this work, parametric speakers are attached to both palms and shins of the performer and made wireless, making the sound source mobile. The composer also remotely selects and adjusts the parameters of the sound source played from the parametric speakers.

This allows the performer to move between the audience, changing the distance and direction from the  audience and the wall, creating a movement  of the sound image. In addition, the switching between direct and reflected sound creates an auditory experience in which the localization changes abruptly.

In this work, the choreography of the performers and the music are composed in parallel, for example, by taking advantage of the changes in pitch created by the high-speed movement of the parametric speakers.
The movement of the performer changes the hearing, response, and relationship between the performer themselves, the composer, and the viewer, bringing to light a more complex sound source movement and improvisational acoustic experience.",nime2025_292.pdf,,,292.jpg,,,Drama Theatere
17,music,Remote Performance,,concert-2,,21,In person,Interstellar,Ivica Bukvic; Thomas Tucker,"""Interstellar"" is the latest work co-created by the members of the L2Ork Tweeter International Ensemble. Led by its founder and Director Dr. Ivica Ico Bukvic, the performance features live performers over 5,000 miles apart and integrates projection mapping co-developed by a visual artist Thomas Tucker and Bukvic. Tightly integrated sync of the ensuing telematic electronic music that blends EDM and Ambiental is made possible using L2Ork Tweeter free and open-source software platform that also interfaces with the MadMapper software responsible for the visual projection mapping. ""Interstellar"" is commissioned by the Alexandria VA Office of the Arts. It is inspired by StudioKCA's ""Interstellar Influencer (Make an Impact)"" installation on display in Alexandria's Waterfront Park. Like the installation, this piece tells the story of an asteroid whose impact shaped Chesapeake Bay over 35 million years ago. L2Ork Tweeter International Ensemble members who originally co-created the work were (listed in alphabetical order): Ivica Ico Bukvic (Director, on site), Uma Futoransky (Buenos Aires, Argentina), Gala Gonzalez Barrios (on site), Justin Kerobo (on site), Joaquín Montecino (Buenos Aires, Argentina), Jacob Alan Smith (North Carolina), Lauti Sosa (Buenos Aires, Argentina), Caden Vandervort (Virginia), and Lane Wills (Virginia). The final roster of community members who will perform at NIME 2025 will be announced at the concert. They are joined by a visual projection artist Thomas Tucker.",nime2025_17.pdf,,,17.jpg,,,
79,music,Remote Performance,,concert-2,,6,Remote,Diffractive Constellations: A Modular System for Acoustic Violin Programmed in Max/Gen,Seth Thorn,"Diffractive Constellations is a live performance and research project that combines an acoustic violin with a set of bespoke Eurorack modules programmed in Max/Gen and embedded on the Daisy Seed SOM. By capturing, transforming, and re-sequencing violin gestures, these modules operate as compositional fragments that can be patched together in myriad ways. Each module began as a “composition made parametric,” evolving through hardware constraints to support improvisatory practice. This document details the technical design and performance methodologies of six custom modules—called Arvo, Glacial, Detritus, Volution, Widgets, and Forest—highlighting how each processes violin-derived or other input to create layered, time-stretched, and/or autonomous sonic behaviors. These modules collectively shape a system in which performer and electronics co-create emergent musical structures.",nime2025_79.pdf,,,79.jpg,,,
257,music,Live Performance,,concert-2,,7,In person,Breathing I,Sophie Rose,"Breathing I is the first in a three-part series (Breathing I-III) that externalizes emotional responses to traumatic experiences through breath and bilateral coordination [1], [2]. Bilateral movement techniques, widely used in trauma therapy [3], [4], engage both hemispheres of the brain, promoting bodily unification and focused attention [5], [6], [7]. This work integrates trauma-informed movement practices with wearable gestural music technology to explore sonic representations of psychological states in a multi-channel spatial audio environment. The performance sonifies panic through asymmetric arm and hand movements, breath-based vocalizations, and visual projections that depict physiological dysregulation. Datagloves capture movement data, modulating live and sampled breath sounds to create a dynamically evolving soundscape. Visual projections, generated in real-time, use torus meshes that expand and contract — an analogy to hemoglobin’s role in oxygen transport (see Fig 1.). The integration of movement, sound, and visuals reinforces the connection between breath, blood flow, and the body’s autonomic responses. As Adriana Cavarero notes, “Nothing more than the act of breathing is able to testify to the proximity of human beings to one another; nothing else better confirms their communication…” to signify the essence of being alive [8, p. 31]. Breathing I amplifies this concept, transforming breath into both a personal and collective sonic expression.",nime2025_257.pdf,,,257.jpg,,,
258,music,Live Performance,,concert-2,,10,In person,Breathing III,Sophie Rose,"“Time is the objectification of a biological organism’s act of breathing, which is sensitive and conscious” [1, p. 25] Breath is more than survival—it is memory, movement, and connection. Breathing III is the final piece in a three-part series that externalizes emotional responses to trauma, exploring the body’s search for reconnection and resolution. Through midline-crossing and sequenced movement patterns, the performer traces a path from psychological fragmentation to unity. MiMU datagloves capture gestural movement in real time, transforming hand and arm motions into a layered soundscape of live vocal sampling. Open-hand gestures extend outward and draw inward, mapping to sustained melodic lines, while bird-like formations—fingers flexing and unfolding—trigger harmonic layers and spatialized echoes. Prayer-hand movements send reverberant waves through the sound field, reinforcing themes of unity and self-reintegration. Real-time particle cloud projections, generated from movement data, swirl and converge around the performer, evoking shamanic ritual and animist traditions. As breath, movement, and sound merge, Breathing III invites the audience into a space of transformation—where embodied memory dissolves, and a new sense of self begins to take shape.",nime2025_258.pdf,,,258.jpg,,,
307,music,Live Performance,,concert-2,,7,In person,Gaia is hanging by a thread...,Taurin Barrera,"Gaia is hanging by a thread... is an interactive audiovisual performance that explores the delicate balance between technology, humanity, and our planet’s ecosystem. This approximately 6-minute performance aligns primarily with solarpunk aesthetics, offering a critical contemplation of electronic art, sustainability, and collective eco-consciousness through audience interaction and connection.

At the heart of this performance is the Solar Punk Console, a solar-powered capacitive synthesizer that embodies the solarpunk ethos of sustainable technology and community interconnectedness. This synthesizer not only harnesses solar energy but also invites audience participation, as conductive threads connected to the Solar Punk Console’s synthesis control inputs are deployed into the audience during performance. Participants are encouraged to hold, manipulate, or pass these threads, forming a complex electronic circuit within the performance venue. This interaction directly impacts both the audio output and the visual atmosphere of the performance space using audiovisual processing software created in Max. This piece utilizes feedback in both audio and visual systems to blur the lines between performer, audience, and environment, as collective actions of the audience shape a interwoven synesthetic sensory experience in real-time.",nime2025_307.pdf,,,307.jpg,,,"25, 26, not 27"
40,music,Live Performance,,concert-3,,16,In person,Sonic Crucible Entanglements,Jordan Lacey; Toby Gifford; Mick Harding,"Sonic Crucible Entanglements is an ongoing ‘new materialist’ (Bennet 2010) investigation of singing bowls that critiques new age narratives (Barnett 2010; Brown 2020) by exploring the ‘spiritual’ potential of inter-cultural material-led collaborations. This live singing bowl performance, also featuring vocal and visual projections, will immerse audiences in an atmospheric cultural encounter combining performance, visuals, sound art and instruments.  Taungurung Kulin artist Mick Harding will present a contextual introduction that explores the experimental approach of the collaboration. The artists acknowledge the Ngunnawal and Ngambri peoples, the traditional custodians of the Canberra region. Our intention of bringing smoke to this performance is not as a welcome to country or as an acknowledgement, but rather to introduce the element of smoke into the performance alongside light, sound, air and voice as part of our exploration of the vibrancy of materiality. Through a song of generosity, knowledge and sharing sung and performed by Mick Harding we embrace Indigenous Research Methods through a combination of traditional and new technologies of sound (Wilson 2008).",nime2025_40.pdf,,,40.jpg,,,Performance #0 (must be outside)
89,music,Live Performance,,concert-3,,10,In person,Housework Commons: Textile Rhetorics II,Jocelyn Ho,"Housework Commons, a feminist activist project under the Women’s Labor initiative, transforms domestic tools into Embedded Acoustic Instruments (EAIs) using sensor technologies. It reimagines unpaid, undervalued domestic labor—traditionally private—as a shared act of activism, addressing global gender inequality in domestic work through public engagement with gendered objects.
Housework Commons includes two custom instruments:
1.	Embedded Iron v.3, based on an early-20th-century ironing board and iron, uses machine learning and sensors to alter pitch based on the iron’s position and sound quality (timbre) depending on fabric color and texture. The board acts as a resonator with a transducer and speaker.
2.	Rheostat Rotary Rack, inspired by a rotary dryer, features rheostats, a rotary encoder, and an 8-speaker base. Hanging clothing triggers pitches based on weight, while rotating the rack by hand or wind adds select frequencies.

The performance of new composition, Textile Rhetorics II for two performers, will feature Embedded Iron and Rheostat Rotary Rack with other objects from the domestic sphere. Central to Textile Rhetorics are woven textile scores and fabric banners that contain living testimonies from women. These testimonies were collected during a past workshop with a mothers’ group, and additional banners will be created during the proposed NIME workshop (separate application). These create a “living archive” installation, a dynamic site where the performance unfolds.
",nime2025_89.pdf,,,89.jpg,,,
116,music,Live Performance,,concert-3,,6,In person,Echoes of Nature's Heritage - Composed for a custom-made data-driven instrument,Yixuan Jin,"Inspired by the experience of orthodontic treatment, this piece explores the similarities between the alignment of teeth and the pursuit of environmental harmony. Utilizing a data-driven musical instrument, the performance captures the balance between nature and technology, echoing the stages of free growth, intervention, and equilibrium. As the performer's movements shape the soundscape and visual transformations, the audience contemplates the dynamic tension and potential harmony between the natural world and the mechanical systems we create. It reminds us of our responsibility to seek sustainable balance, promoting the coexistence and mutual prosperity of nature and innovation, paving the way towards a greener future.",nime2025_116.pdf,,,116.jpg,,,
182,music,Live Performance,,concert-3,,20,In person,"My sunset is your sunrise, yet we touch",Dirk Stromberg; Jocelyn  Ho; MIchal Seta,"In “My sunset is your sunrise, yet we touch,” we propose a three-way hybrid-telematic improvisation, by three displaced musicians, featuring 2 DMIs, and an acoustic-prepared piano. The musicians are located in Montreal, Singapore and Canberra at the NIME conference. This performance explores the concept of a multimedia meta-instrument, a collaborative process that integrates audio, video, projection, and lighting into a cohesive whole. The meta-instrument redefines presence and interaction, challenging traditional notions tied to physical co-location. Our approach draws on Karen Barad’s concept of touch as an entangled, relational act. Here, touch extends beyond the physical to encompass the mediated interplay of sound, visuals, gestures, and light across networked spaces. In this environment, the tactility of capacitive keys, the resonances of the prepared piano, and the shifting gestural logic of controller-based sound art merge into a dynamic, co-constitutive system. This telematic improvisation demonstrates how the tactile interactions with instruments, the resonances of sound, and the dynamic interplay of light and video create new forms of connectivity and shared expression across a blurring of physical and virtual spaces. Through this meta-instrument, we aim to push the boundaries of telematic collaboration and artistic interaction.
",nime2025_182.pdf,,,182.jpg,,,
183,music,Live Performance,,concert-3,,8mins,In person,Becoming,Lilian Zhao,"Becoming' recontextualizes a custom playable device as a living entity that responds to both interaction through an analog interface, and audiovisual stimuli detected from the surrounding environment. Using adaptive animations and ambient soundscapes, the piece creates a volatile space that evokes thoughts of transformation, growth, and destruction. It tells the story of a machine grappling with fate and embraces human nature through the eyes of something artificial. The visual component arises through layers upon layers of blood red lines that coalesce into abstract shapes, mirroring processes of growth and decay. The accompanying soundscape layers mechanical noises with ambient sounds like human voices from the surrounding space, emphasizing the tension between artificial systems and organic environments. Through its unpredictable behavior, the work challenges the audience to reflect on questions of agency, determinism, and the fluid nature of identity.",nime2025_183.pdf,,,183.jpg,,,
194,music,Live Performance,,concert-3,,11,In person,We’re in this together: Expanding Interactive Sonic Spaces,Davor Vincze; Maurice Oeser,"We’re in this together builds on the technical and conceptual frameworks of the Freedom Collective web app but transposes its application from a theatre setting into performance for solo electronics. Hence, the videos provided serve as documentation of previous performances exploring similar concepts; they offer reviewers insight into the musical aesthetics and the functionality of the web-app technology but do not constitute representations of the specific project proposed here. The interaction design leverages the variability of smartphone audio latency and quality to generate distributed sound fields that resonate in real-time with the performance's central sonic themes (e.g. granulation, density, layering and spatial sound distribution). Ideally, the performance space should ideally be set up with an immersive ambisonic sound system for supporting low-frequency content and reinforcing the performer’s electronic sounds. Audience smartphones act as distributed sound sources, enabling a shared participatory instrument. This distributed design also mitigates the need for specialized hardware, making the experience accessible across diverse demographics and venues. In addition to the sonic engagement, the interface includes simple visual prompts on participants' screens, aligning with the performance’s dramaturgy. These features encourage active yet unobtrusive engagement, ensuring that the audience's role complements, rather than distracts from, the sonic focus.",nime2025_194.pdf,,,194.jpg,,,
274,music,Live Performance,,concert-4,,11,In person,Adaptive Elusion,Palle Dahlstedt,"A continuation of my experiments with minimal algorithms, investigating how small an interactive musical algorithm can be and still invoke the feeling of ""somebody there"". Here, a small set of adaptive algorithms react to a live pianist, trying to imitate, elude and counteract his playing, while at the same time being completely dependent on it as a source of patterns and sounds. The piece explores real-time training as a primary modus of interaction, in a cat-and-mouse game of sorts. It is also an example of what I call entangled musicianship. What the pianist plays is a reaction to what the algorithm plays, and at the same time shapes the future playing of the algorithm, hence entangling performance and control. The musical response is generated by a small machine-learning algorithm that starts empty and is trained in real-time on what I am playing. It can also gradually forget what it has learnt.",nime2025_274.pdf,,,274.jpg,,,
275,music,Live Performance,,concert-4,,15,In person,What We Do (Differently) Together,Palle Dahlstedt,"In this performance-lecture, the pianist performs and improvises on (or with) five different interactive algorithms, and simultaneously discusses how it feels playing with them, how their different interactive qualities affect the musical outcome, and what the human-machine situation does to us. It is a statement about the essence of process, the nature of agency, and what different types of algorithms bring to human creative process, told from a situation of being entangled with the algorithms, while trying to make music.",nime2025_275.pdf,,,275.jpg,,,
302,music,Live Performance,,concert-4,,6,In person,Mulholland Revisited,Héloïse Garry,"This project explores the intersection of real-time algorithmic sound generation and live piano performance through ChucK and MIDI-based interaction. Inspired by the interplay between dream and reality in David Lynch’s ""Mulholland Drive"" (2001), the piece utilizes a series of ChucK scripts that dynamically respond to the pianist’s input, shaping an evolving soundscape. The system employs MIDI-triggered processes to generate and manipulate electronic textures in real-time, expanding the piano’s expressive range beyond its traditional acoustic boundaries.

The work is structured around four key sonic gestures, each corresponding to a moment in ""Mulholland Drive"": (1) a synthesized telephone bell signifying Diane’s psychological rupture, (2) a dynamically generated arpeggio that mirrors the tension of her conversation with Camilla, and (3-4) progressively complex textural layers that blur the line between live performance and algorithmic sound synthesis. 

By integrating reactive electronic sound with live piano, this piece demonstrates how real-time programming can transform the piano from a traditional interface into a multidimensional, interactive system. ",nime2025_302.pdf,,,302.jpg,,,
